RECORD_KEY,MASTER_660_ID,ORIGINE,NOVITA,COMUNE,TITOLO,TIPOLOGIA,INDIRIZZO,TARGET_RICERCA,STATO_RICERCA,LAT,LON,GEOCODE_DISPLAY,CATASTO_LOCAL_ID,CODICE_BELFIORE,FOGLIO_RAW,PARTICELLA,FONTE_CATASTO,URL_SEGNALE,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO_CATASTO
M660-69,69,MASTER_660,NO,Rosta,"Locale commerciale corso Moncenisio, Rosta, Rif. 121630696 - Immobiliare.it",NEGOZIO_COMMERCIALE,corso Moncenisio,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/121630696/,2026-08-28T05:06:35.531137+00:00,2026-09-03T18:54:06.960278+00:00
M660-70,70,MASTER_660,NO,Rosta,Annunci di case in vendita a Rosta centro città - Bakeca,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://torino.bakeca.it/annunci/vendita-case/luogo/rosta/,2026-08-21T12:20:59.475811+00:00,2026-09-03T18:54:06.960309+00:00
M660-71,71,MASTER_660,NO,Mompantero,Vendita terreni e rustici a Torino da privati - Bakeca,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://torino.bakeca.it/annunci/terreni-rustici/contrattotipo/vendita/inserzionistacase/privato/,2026-08-23T09:11:13.222601+00:00,2026-09-03T18:54:06.960319+00:00
M660-72,72,MASTER_660,NO,Avigliana,Vendita Appartamento Avigliana. Quadrilocale in via Don Luigi Balbiano ...,APPARTAMENTO,via Don Luigi Balbiano,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/117023435/,2026-08-27T21:04:17.079287+00:00,2026-09-03T18:54:06.960327+00:00
M660-73,73,MASTER_660,NO,Bardonecchia,Gruppo Immobiliare Bardonecchia - Immobili in affitto e in vendita,PAGINA_AGENZIA_SERVIZIO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.gbi.it/,2026-08-27T21:04:17.079377+00:00,2026-09-03T18:54:06.960335+00:00
M660-74,74,MASTER_660,NO,Bardonecchia,Vendita Appartamento Bardonecchia. Bilocale in via Medail 98. Ottimo ...,APPARTAMENTO,via Medail 98,SI,NESSUN_MAPPALE_AL_PUNTO,45.0790424,6.7023957,"Via Giuseppe Francesco Medail, Bardonecchia, Torino, Piemonte, 10052, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/127405041/,2026-08-27T21:04:17.079400+00:00,2026-09-03T19:07:47.967883+00:00
M660-75,75,MASTER_660,NO,Bardonecchia,"Nuove Costruzioni in vendita a Bardonecchia, rif. 128373150 ...",ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/128373150/,2026-08-27T21:04:17.079416+00:00,2026-09-03T18:54:09.464368+00:00
M660-76,76,MASTER_660,NO,Borgone Susa,Vendita Appartamento Borgone Susa. Quadrilocale in via Montenero 13 ...,APPARTAMENTO,via Montenero 13,SI,NESSUN_MAPPALE_AL_PUNTO,45.1154529,7.2707188,"Via Montenero, Molere di Borgone, Borgone Susa, Torino, Piemonte, 10055, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/122226200/,2026-08-27T21:04:17.079513+00:00,2026-09-03T19:07:48.519235+00:00
M660-77,77,MASTER_660,NO,Caprie,Case e appartamenti a Via Caprie. Immobili in vendita a Via ... - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/vendita/via-caprie,2026-08-27T21:04:17.079641+00:00,2026-09-03T18:54:11.587100+00:00
M660-78,78,MASTER_660,NO,Caselette,25.410 immobili in vendita a Caselette - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/vendita/caselette,2026-08-27T21:04:17.079656+00:00,2026-09-03T18:54:11.587121+00:00
M660-79,79,MASTER_660,NO,Caselette,"Asta per appartamento, Roma, Centro Caselette, rif. 131977156 ...",APPARTAMENTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131977156/,2026-08-27T21:04:17.079696+00:00,2026-09-03T18:54:11.587138+00:00
M660-80,80,MASTER_660,NO,Chianocco,Astalegale.net - Asta giudiziaria Abitazione di tipo civile Via Primo ...,ALTRO_NON_DETERMINATO,Via Primo Maggio n. 4/c,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.astalegale.net/Aste/Detail/B2404054-Abitazione-di-tipo-civile-Via-Primo--Maggio-4C-10050-Chianocco-TO-Italia-Chianocco,2026-08-27T21:04:17.079729+00:00,2026-09-03T18:54:11.587161+00:00
M660-81,81,MASTER_660,NO,Coazze,10.514 immobili in vendita a Coazze Torino - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/vendita/coazze_torino,2026-08-27T21:04:17.079836+00:00,2026-09-03T18:54:11.587168+00:00
M660-82,82,MASTER_660,NO,Coazze,44 Rustici in vendita a Coazze - Mitula Case,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://immobiliare.mitula.it/rustico-coazze,2026-08-27T21:04:17.079847+00:00,2026-09-03T18:54:11.587174+00:00
M660-83,83,MASTER_660,NO,Collegno,"Vendita Villa unifamiliare Collegno. Ottimo stato, posto auto, con ...",VILLA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131402778/,2026-08-27T21:04:17.079915+00:00,2026-09-03T18:54:11.587180+00:00
M660-84,84,MASTER_660,NO,Collegno,"Nuove Costruzioni in vendita a Collegno, rif. 129397740 - Immobiliare.it",ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129397740/,2026-08-27T21:04:17.079952+00:00,2026-09-03T18:54:11.587187+00:00
M660-85,85,MASTER_660,NO,Giaglione,"Palazzo - Edificio frazione San Giuseppe, Giaglione, Rif. 129678060 ...",PALAZZO_EDIFICIO,frazione San Giuseppe,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129678060/,2026-08-27T21:04:17.080030+00:00,2026-09-03T18:54:11.587196+00:00
M660-86,86,MASTER_660,NO,Giaveno,Casa Semindipendente Giaveno - Immobiliare La Sacra,PAGINA_AGENZIA_SERVIZIO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://lasacraimmobiliare.it/products/casa-semindipendente-ristrutturata-in-vendita-a-giaveno-borgata-san-filippo,2026-08-27T21:04:17.080096+00:00,2026-09-03T18:54:11.587203+00:00
M660-87,87,MASTER_660,NO,Grugliasco,"Trilocale in vendita in Via Michelangelo Buonarroti, 53, Grugliasco ...",APPARTAMENTO,"Via Michelangelo Buonarroti, 53",SI,NESSUN_MAPPALE_AL_PUNTO,45.0670774,7.5837875,"Via Michelangelo Buonarroti, Grugliasco, Torino, Piemonte, 10095, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36137925/,2026-08-27T21:04:17.080198+00:00,2026-09-03T19:07:49.108619+00:00
M660-88,88,MASTER_660,NO,Grugliasco,27.263 immobili in vendita a Gerbido Grugliasco - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/vendita/gerbido_grugliasco,2026-08-27T21:04:17.080226+00:00,2026-09-03T18:54:14.111508+00:00
M660-89,89,MASTER_660,NO,Meana di Susa,16 Rustici in vendita a Meana Di Susa - Mitula Case,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://immobiliare.mitula.it/rustico-meana-susa,2026-08-27T21:04:17.080349+00:00,2026-09-03T18:54:14.111537+00:00
M660-90,90,MASTER_660,NO,Meana di Susa,Vendita Villa bifamiliare in via Gravere Meana di Susa. Buono stato ...,VILLA,via Gravere Meana di Susa. Buono stato,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/125433055/,2026-08-27T21:04:17.080361+00:00,2026-09-03T18:54:14.111560+00:00
M660-91,91,MASTER_660,NO,Oulx,Case e appartamenti a Oulx. Immobili in vendita a Oulx - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/vendita/oulx,2026-08-27T21:04:17.080392+00:00,2026-09-03T18:54:14.111570+00:00
M660-92,92,MASTER_660,NO,Pianezza,L'osservatorio del mercato immobiliare a Pianezza.,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.mercato-immobiliare.info/piemonte/torino/pianezza.html,2026-08-27T21:04:17.080496+00:00,2026-09-03T18:54:14.111579+00:00
M660-93,93,MASTER_660,NO,Rivoli,Cinzia Vitale Immobiliare - Rivoli (TO),PAGINA_AGENZIA_SERVIZIO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.cinziavitaleimmobiliare.it/,2026-08-27T21:04:17.080630+00:00,2026-09-03T18:54:14.111585+00:00
M660-94,94,MASTER_660,NO,Rubiana,"Appartamento all'asta Borgata Balma, 14, Rubiana",APPARTAMENTO,"Borgata Balma, 14",SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131773094/,2026-08-27T21:04:17.080825+00:00,2026-09-03T18:54:14.111593+00:00
M660-95,95,MASTER_660,NO,Rubiana,"Asta per appartamento, via Roma, 54 Rubiana, rif. 131772870 ...",APPARTAMENTO,"via Roma, 54",SI,NESSUN_MAPPALE_AL_PUNTO,45.1372334,7.3833417,"Via Roma, Borgata Bugnone, Rubiana, Unione Montana Alpi Graie, Torino, Piemonte, 10057, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131772870/,2026-08-27T21:04:17.080830+00:00,2026-09-03T19:07:49.776710+00:00
M660-96,96,MASTER_660,NO,San Didero,Magazzino All'asta In Via Roma 34 - 10050 San Didero (TO),CAPANNONE_MAGAZZINO,Via Roma 34,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliallasta.it/immobili/torino/san-didero/ex8025918/magazzino-all-asta-in-via-roma-34-10050-san-didero-to,2026-08-27T21:04:17.080836+00:00,2026-09-03T18:54:16.949890+00:00
M660-97,97,MASTER_660,NO,San Didero,"Vendita Terratetto unifamiliare San Didero. Buono stato, posto auto ...",CASA_INDIPENDENTE_TERRATETTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/126137637/,2026-08-27T21:04:17.080872+00:00,2026-09-03T18:54:16.949906+00:00
M660-98,98,MASTER_660,NO,San Valeriano,"Terreno edificabile via Montenero 13, Borgone Susa, rif. 106364919 ...",TERRENO,via Montenero 13,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/106364919/,2026-08-27T21:04:17.080925+00:00,2026-09-03T18:54:16.949915+00:00
M660-99,99,MASTER_660,NO,Sangano,Immobiliari all'Asta Sangano - Fallimenti.it,PAGINA_AGENZIA_SERVIZIO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.fallimenti.it/torino-sangano/aste-immobiliari,2026-08-27T21:04:17.080948+00:00,2026-09-03T18:54:16.949927+00:00
M660-100,100,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento Sant'Antonino di Susa. Quadrilocale in via ...,APPARTAMENTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/122250646/,2026-08-27T21:04:17.081021+00:00,2026-09-03T18:54:16.949934+00:00
M660-101,101,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento in via Roma 11. Sant'Antonino di Susa. Ottimo ...,APPARTAMENTO,via Roma 11,SI,NESSUN_MAPPALE_AL_PUNTO,45.1090202,7.2757379,"Via Roma, Maisonetta, Sant'Antonino di Susa, Torino, Piemonte, 10055, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/110299157/,2026-08-27T21:04:17.081027+00:00,2026-09-03T19:07:50.607234+00:00
M660-102,102,MASTER_660,NO,Susa,Case in vendita a Susa - Wikicasa,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.wikicasa.it/vendita-case/susa/,2026-08-27T21:04:17.081061+00:00,2026-09-03T18:54:19.586919+00:00
M660-103,103,MASTER_660,NO,Trana,"Trilocale in vendita in Strada Avigliana, 16, Trana — idealista, N.1 in ...",APPARTAMENTO,"Strada Avigliana, 16",SI,NESSUN_MAPPALE_AL_PUNTO,45.0492694,7.4032670,"Strada Avigliana, Cordero, San Bernardino, Trana, Torino, Piemonte, 10051, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36330718/,2026-08-27T21:04:17.081100+00:00,2026-09-03T19:07:51.211890+00:00
M660-104,104,MASTER_660,NO,Val della Torre,Vendita Rustico in via Castello 71 Val della Torre. Da ristrutturare ...,RUSTICO_CASALE_BAITA,via Castello 71,SI,NESSUN_MAPPALE_AL_PUNTO,45.1559231,7.4454424,"Via Carlo Lucco Castello, Borgata Verna, Val della Torre, Unione Montana di Comuni delle Valli di Lanzo, Ceronda e Casternone, Torino, Piemonte, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130837718/,2026-08-27T21:04:17.081221+00:00,2026-09-03T19:07:51.780356+00:00
M660-105,105,MASTER_660,NO,Villar Dora,Vendita Villa unifamiliare in via Borgionera 6 Villar Dora. Da ...,VILLA,via Borgionera 6,SI,MAPPALE_VERIFICATO,45.1234833,7.3791518,"Via Borgionera, Borgata Colombo, Villar Dora, Torino, Piemonte, 10057, Italia",IT.AGE.PLA.L999_000500.891,L999,000500,891,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/127214869/,2026-08-27T21:04:17.081337+00:00,2026-09-03T18:54:24.620825+00:00
M660-106,106,MASTER_660,NO,Villar Focchiardo,"Rustico, casale in Vendita in Via Preinera 10050 a Villar Focchiardo",RUSTICO_CASALE_BAITA,Via Preinera 10050 a Villar Focchiardo,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.casa.it/immobili/54614855/,2026-08-27T21:04:17.081364+00:00,2026-09-03T18:54:26.650430+00:00
M660-107,107,MASTER_660,NO,Villar Focchiardo,"Asta per rustico - casale, , Baratte Villar Focchiardo, rif. 131963176 ...",RUSTICO_CASALE_BAITA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131963176/,2026-08-27T21:04:17.081375+00:00,2026-09-03T18:54:26.650449+00:00
M660-108,108,MASTER_660,NO,Villarbasse,Vendita Terratetto unifamiliare in via San Rocco 9/B Villarbasse. Da ...,CASA_INDIPENDENTE_TERRATETTO,via San Rocco 9/B,SI,MAPPALE_VERIFICATO,45.0478223,7.4733957,"Via San Rocco, Villarbasse, Vigne, Villarbasse, Torino, Piemonte, 10040, Italia",IT.AGE.PLA.M002_000300.374,M002,000300,374,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/124965305/,2026-08-27T21:04:17.081443+00:00,2026-09-03T18:54:26.650457+00:00
M660-109,109,MASTER_660,NO,Alpignano,Capannone Vendita Alpignano - 31 case in vendita in Alpignano de Nuroa.it,PAGINA_RICERCA_CATEGORIA,Via dei Ronchi 51/A6,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nuroa.it/vendita-immobili/capannone-vendita-alpignano,2026-08-28T05:06:35.529823+00:00,2026-09-03T18:54:28.936113+00:00
M660-110,110,MASTER_660,NO,Bardonecchia,"Vendita Baita Bardonecchia. Buono stato, 150 m², rif. 122595374",RUSTICO_CASALE_BAITA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/122595374/,2026-08-28T05:06:35.529995+00:00,2026-09-03T18:54:28.936134+00:00
M660-111,111,MASTER_660,NO,Bardonecchia,Vendita Appartamento in Borgata Horres-Garnier. Bardonecchia. Buono ...,APPARTAMENTO,Borgata Horres-Garnier. Bardonecchia. Buono,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131871204/,2026-08-28T05:06:35.530000+00:00,2026-09-03T18:54:28.936147+00:00
M660-112,112,MASTER_660,NO,Borgone Susa,Vendita Appartamento Borgone Susa. Trilocale in via Tenente Mario Tacca ...,APPARTAMENTO,via Tenente Mario Tacca,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/125068245/,2026-08-28T05:06:35.530112+00:00,2026-09-03T18:54:28.936155+00:00
M660-113,113,MASTER_660,NO,Borgone Susa,Vendita Appartamento Borgone Susa. Bilocale in via Ponte Dora 2. Nuovo ...,APPARTAMENTO,via Ponte Dora 2,SI,NESSUN_MAPPALE_AL_PUNTO,45.1133001,7.2680192,"Via Ponte Dora, San Valeriano, Borgone Susa, Torino, Piemonte, 10055, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/119519371/,2026-08-28T05:06:35.530116+00:00,2026-09-03T19:07:52.404778+00:00
M660-114,114,MASTER_660,NO,Condove,"Case in vendita a Poisatto, Condove",PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://caseinvenditainaffitto.it/case-in-vendita/poisatto-condove,2026-08-28T05:06:35.530536+00:00,2026-09-03T18:54:31.097834+00:00
M660-115,115,MASTER_660,NO,Grugliasco,Vendita Villa bifamiliare in via Francesco Baracca Grugliasco. Buono ...,VILLA,via Francesco Baracca Grugliasco. Buono,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131466108/,2026-08-28T05:06:35.530764+00:00,2026-09-03T18:54:31.097887+00:00
M660-116,116,MASTER_660,NO,Grugliasco,Vendita Appartamento Grugliasco. Quadrilocale in via Milano 78. Ottimo ...,APPARTAMENTO,via Milano 78,SI,MAPPALE_VERIFICATO,45.0672468,7.6037381,"78, Via Milano, Borgata Quaglia, Grugliasco, Torino, Piemonte, 10095, Italia",IT.AGE.PLA.E216_001100.7,E216,001100,7,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131339370/,2026-08-28T05:06:35.530785+00:00,2026-09-03T18:54:31.097896+00:00
M660-117,117,MASTER_660,NO,Meana di Susa,Vendita Villa bifamiliare in via Colle delle Finestre 16 Meana di Susa ...,VILLA,via Colle delle Finestre 16,SI,NESSUN_MAPPALE_AL_PUNTO,45.1265643,7.0622826,"Via Colle delle Finestre, Bassa Meana, Meana di Susa, Torino, Piemonte, 10059, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/123924605/,2026-08-28T05:06:35.530883+00:00,2026-09-03T19:07:52.987718+00:00
M660-118,118,MASTER_660,NO,Oulx,Vendita Appartamento Oulx. Bilocale in corso Ortigara 23. Buono stato ...,APPARTAMENTO,corso Ortigara 23,SI,NESSUN_MAPPALE_AL_PUNTO,45.0375332,6.8286220,"Corso Monte Ortigara, Beaume, Oulx, Torino, Piemonte, 10056, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/123552441/,2026-08-28T05:06:35.530941+00:00,2026-09-03T19:07:53.799516+00:00
M660-119,119,MASTER_660,NO,Oulx,Vendita Appartamento Oulx. Bilocale in via Chateau 48. Buono stato ...,APPARTAMENTO,via Chateau 48,SI,NESSUN_MAPPALE_AL_PUNTO,45.0436796,6.7621210,"Via Chateau, Beaulard, Oulx, Torino, Piemonte, 10056, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/126212759/,2026-08-28T05:06:35.530946+00:00,2026-09-03T19:07:54.397889+00:00
M660-120,120,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento Sant'Antonino di Susa. Bilocale in via aurelia 22 ...,APPARTAMENTO,via aurelia 22,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129047602/,2026-08-28T05:06:35.531410+00:00,2026-09-03T18:54:40.460167+00:00
M660-121,121,MASTER_660,NO,Venaus,Case e appartamenti a Bar Cenisio. Immobili in vendita a Bar ... - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/vendita/bar-cenisio,2026-08-28T05:06:35.531653+00:00,2026-09-03T18:54:41.209302+00:00
M660-122,122,MASTER_660,NO,Villar Dora,Vendita Villa bifamiliare in via Al Cerrone 9 Villar Dora. Ottimo stato ...,VILLA,via Al Cerrone 9,SI,MAPPALE_VERIFICATO,45.1130785,7.3889762,"Via al Cerrone, Borgata Merlo, Villar Dora, Torino, Piemonte, 10057, Italia",IT.AGE.PLA.L999_000900.1435,L999,000900,1435,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/125554379/,2026-08-28T05:06:35.531695+00:00,2026-09-03T18:54:41.209330+00:00
M660-123,123,MASTER_660,NO,Villar Focchiardo,"Rustico 5 locali, 122 m² in Via Preinera 38 e 38/A, Villar Focchiardo ...",PAGINA_RICERCA_CATEGORIA,Via Preinera 38,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://asteflorio.it/aste/rustico-5-5-locali-a-villar-focchiardo-to-villar-focchiardo,2026-08-28T05:06:35.531714+00:00,2026-09-03T18:54:43.560540+00:00
M660-124,124,MASTER_660,NO,Avigliana,"Vendita Loft in via Avigliana 4 Torino. Nuovo, riscaldamento ...",ALTRO_NON_DETERMINATO,via Avigliana 4,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129488292/,2026-08-28T10:58:40.669897+00:00,2026-09-03T18:54:43.560554+00:00
M660-125,125,MASTER_660,NO,Avigliana,Vendita Appartamento Collegno. Bilocale in via Avigliana 24. Buono ...,APPARTAMENTO,via Avigliana 24,SI,NESSUN_MAPPALE_AL_PUNTO,45.0488684,7.3739816,"Via Avigliana, Brossa, Giaveno, Torino, Piemonte, 10094, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131999982/,2026-08-28T10:58:40.669914+00:00,2026-09-03T19:07:54.969383+00:00
M660-126,126,MASTER_660,NO,Avigliana,Vendita Appartamento Avigliana. Bilocale in via Orsiera 5. Ottimo stato ...,APPARTAMENTO,via Orsiera 5,SI,MAPPALE_VERIFICATO,45.0799066,7.4042445,"Via Orsiera, Sant'Agostino, Grangia, Avigliana, Torino, Piemonte, 10051, Italia",IT.AGE.PLA.A518_002800.329,A518,002800,329,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129672110/,2026-08-28T10:58:40.669921+00:00,2026-09-03T18:54:45.757189+00:00
M660-127,127,MASTER_660,NO,Bardonecchia,Vendita Appartamento Bardonecchia. Trilocale in via Verdi 27. Da ...,APPARTAMENTO,via Verdi 27,SI,NESSUN_MAPPALE_AL_PUNTO,45.0740079,6.7024545,"Via Giuseppe Verdi, Campo Smith, Les Arnauds, Bardonecchia, Torino, Piemonte, 10052, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/124612643/,2026-08-28T10:58:40.670035+00:00,2026-09-03T19:07:55.554507+00:00
