PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL,CONTATTO_PRONTO,CONTATTI_PUBBLICI,FONTE_CONTATTO,CROSS_MATCH,NOME_INSERZIONISTA,RICERCA_PUBBLICA,VIA_RADAR,INDIRIZZI_ZONA,AZIONE_ZONA,DOVE_ANDRE,COSA_CERCO,PREZZO_OPERATIVO,ISTRUZIONE_OPERATIVA,F1_INDIRIZZO_REMOTO_URL,MASTER_660_ID,TIPOLOGIA_REALE_INFERITA,ASTA_RILEVATA,STATO_INDIRIZZO_MASTER,MASTER_PRESERVATO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bruzolo,Casa.it,"Rustico, casale in Vendita in Via dei Mille 19 a Bruzolo - 55mq - Casa.it",,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475314+00:00,2026-08-28T10:58:40.670149+00:00,monitoraggio base,,https://www.casa.it/immobili/53531383/,NO,,,0,,ESEGUITA,Via dei Mille,Via dei Mille 19,VAI IN ZONA,Via dei Mille 19,"Rustico, casale in Vendita in Via dei Mille 19 a Bruzolo - 55mq - Casa.it",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-4F5CF204B69E8B17&comune=Bruzolo&provincia=TO&via=Via+dei+Mille&civico=19&url=https%3A%2F%2Fwww.casa.it%2Fimmobili%2F53531383%2F&titolo=Rustico%2C+casale+in+Vendita+in+Via+dei+Mille+19+a+Bruzolo+-+55mq+-+Casa.it&segnale=monitoraggio+base&fonte=Casa.it&telefono=&telefono_fonte=,334,RUSTICO_CASALE_BAITA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bruzolo,Idealista,Villetta bifamiliare in vendita a Bruzolo - idealista,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475319+00:00,2026-08-21T12:20:59.475321+00:00,monitoraggio base,,https://www.idealista.it/immobile/36571633/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Villetta bifamiliare in vendita a Bruzolo - idealista,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,335,VILLA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bussoleno,Nestoria,3.485 immobili in vendita a Bussoleno - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475330+00:00,2026-08-28T10:58:40.670171+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/bussoleno,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,3.485 immobili in vendita a Bussoleno - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,336,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Nestoria,24.555 immobili in vendita a Ferriera Buttigliera Alta,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475363+00:00,2026-08-23T09:11:13.222431+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/ferriera_buttigliera-alta,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,24.555 immobili in vendita a Ferriera Buttigliera Alta,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,337,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Mercato generale,"Prisma Immobili | case in vendita | Buttigliera Alta, Metropolitan City ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475368+00:00,2026-08-23T09:11:13.222435+00:00,monitoraggio base,,https://www.prismaimmobili.it/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Prisma Immobili | case in vendita | Buttigliera Alta, Metropolitan City",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,338,ALTRO_NON_DETERMINATO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Mercato generale,L'osservatorio del mercato immobiliare a Buttigliera Alta.,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475374+00:00,2026-08-21T12:20:59.475375+00:00,monitoraggio base,,https://www.mercato-immobiliare.info/piemonte/torino/buttigliera-alta.html,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,L'osservatorio del mercato immobiliare a Buttigliera Alta,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,339,ALTRO_NON_DETERMINATO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caselette,Immobiliare.it,Vendita Appartamento in Località Favorita 1. Caselette. Buono stato ...,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475398+00:00,2026-08-28T10:58:40.670311+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/126844533/,NO,,,0,,ESEGUITA,Località Favorita,,,Località Favorita — CIVICO DA VERIFICARE,Vendita Appartamento in Località Favorita 1. Caselette. Buono stato,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,340,APPARTAMENTO,NO,SENZA_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caselette,Mercato generale,40 Rustici in vendita a Caselette - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475403+00:00,2026-08-27T21:04:17.079666+00:00,monitoraggio base,,https://immobiliare.mitula.it/rustico-caselette,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,40 Rustici in vendita a Caselette - Mitula Case,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,341,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chianocco,Nestoria,Case a Chianocco. Ville in vendita a Chianocco - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475416+00:00,2026-08-28T10:58:40.670346+00:00,monitoraggio base,,https://www.nestoria.it/case/vendita/chianocco,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case a Chianocco. Ville in vendita a Chianocco - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,342,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chianocco,Casa.it,Casa bifamiliare in Vendita in zona Pavaglione a Chianocco,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475428+00:00,2026-08-23T17:16:38.786833+00:00,monitoraggio base,,https://www.casa.it/immobili/54591479/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Casa bifamiliare in Vendita in zona Pavaglione a Chianocco,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,343,ALTRO_NON_DETERMINATO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Nestoria,12.006 immobili in vendita a Chiusa di San Michele - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475434+00:00,2026-08-28T10:58:40.670442+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/chiusa-di-san-michele,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,12.006 immobili in vendita a Chiusa di San Michele - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,344,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Mercato generale,Appartamento in vendita a Chiusa di San Michele (Torino) - rif. Chiusa 2,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475452+00:00,2026-08-23T17:16:38.786848+00:00,monitoraggio base,,https://www.denhouseimmobiliare.it/web/immobile_dettaglio.asp?cod_annuncio=371446&language=ita,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Appartamento in vendita a Chiusa di San Michele (Torino) - rif. Chiusa 2,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,345,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Mercato residenziale,Cascina/Casale in vendita a Chiusa di San Michele Cod. 34221003-1955,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475457+00:00,2026-08-28T10:58:40.670458+00:00,monitoraggio base,,https://www.fcimmobiliare.it/i-671934-vendita-cascinacasale-chiusa-di-san-michele/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Cascina/Casale in vendita a Chiusa di San Michele Cod. 34221003-1955,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,346,RUSTICO_CASALE_BAITA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Coazze,Mercato residenziale,Più di dieci ville in vendita a Coazze. - caasa.it,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475467+00:00,2026-08-28T10:58:40.670522+00:00,monitoraggio base,,https://www.caasa.it/torino/coazze/villa/in-vendita.html,NO,,,0,Fondocasa TORINO FILADELFIA STADIO OLIMPICO,ESEGUITA,via Freinetto,via Freinetto 50 | Via Freinetto 22 | Via Freinetto 16 | via freinetto 51,VAI IN ZONA,via Freinetto 50,Più di dieci ville in vendita a Coazze. - caasa.it,PREZZO DA VERIFICARE,VAI IN ZONA,,347,PAGINA_RICERCA_CATEGORIA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Mercato generale,25 Immobili in vendita gramsci a Collegno - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475494+00:00,2026-08-27T21:04:17.079880+00:00,monitoraggio base,,https://immobiliare.mitula.it/gramsci-collegno,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,25 Immobili in vendita gramsci a Collegno - Mitula Case,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,348,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Nestoria,Case e appartamenti a Condove. Immobili in vendita a Condove - Nestoria,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475511+00:00,2026-08-21T12:20:59.475513+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/condove,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case e appartamenti a Condove. Immobili in vendita a Condove - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,349,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Mercato generale,172 Case in vendita a Condove - Mitula Case,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475529+00:00,2026-08-21T12:20:59.475530+00:00,monitoraggio base,,https://immobiliare.mitula.it/casa-condove,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,172 Case in vendita a Condove - Mitula Case,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,350,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Gravere,Nestoria,Case e appartamenti a Gravere. Immobili in vendita a Gravere - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475554+00:00,2026-08-28T10:58:40.670875+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/gravere,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case e appartamenti a Gravere. Immobili in vendita a Gravere - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,351,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Gravere,Mercato residenziale,Case in vendita da Privati a Gravere - CasaDaPrivato.it,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475559+00:00,2026-08-28T10:58:40.670891+00:00,monitoraggio base,,https://www.casadaprivato.it/annunci-vendita/immobili/torino-gravere,NO,,,0,,ESEGUITA,Via Nazionale,Via Nazionale 45,VAI IN ZONA,Via Nazionale 45,Case in vendita da Privati a Gravere - CasaDaPrivato.it,PREZZO DA VERIFICARE,VAI IN ZONA,,352,ALTRO_NON_DETERMINATO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Mercato generale,18 Appartamenti in vendita gramsci a Grugliasco - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475575+00:00,2026-08-27T21:04:17.080203+00:00,monitoraggio base,,https://immobiliare.mitula.it/appartamento-gramsci-grugliasco,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,18 Appartamenti in vendita gramsci a Grugliasco - Mitula Case,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,353,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Mercato generale,Compagnia Immobiliare Grugliasco Grugliasco (TO) - Viale Gramsci 58 ...,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475580+00:00,2026-08-23T17:16:38.786929+00:00,monitoraggio base,,https://www.bancadellecase.it/torino/in-vendita/con-planimetrie_compagnia-immobiliare-grugliasco,NO,,,3,,ESEGUITA,Viale Gramsci,Viale Gramsci 58 | Viale Gramsci 66,VAI IN ZONA,Viale Gramsci 58,Compagnia Immobiliare Grugliasco Grugliasco (TO) - Viale Gramsci 58,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-6E6A47B7EEC5E05A&comune=Grugliasco&provincia=TO&via=Viale+Gramsci&civico=58&url=https%3A%2F%2Fwww.bancadellecase.it%2Ftorino%2Fin-vendita%2Fcon-planimetrie_compagnia-immobiliare-grugliasco&titolo=Compagnia+Immobiliare+Grugliasco+Grugliasco+%28TO%29+-+Viale+Gramsci+58+...&segnale=monitoraggio+base&fonte=Mercato+generale&telefono=&telefono_fonte=,354,ALTRO_NON_DETERMINATO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Mercato residenziale,5 Case in vendita gramsci a Grugliasco - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475585+00:00,2026-08-28T10:58:40.670911+00:00,monitoraggio base,,https://immobiliare.mitula.it/casa-gramsci-grugliasco,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,5 Case in vendita gramsci a Grugliasco - Mitula Case,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,355,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mattie,Nestoria,Case e appartamenti a Via Mattie. Immobili in vendita a Via ... - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475603+00:00,2026-08-28T10:58:40.671043+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/via-mattie,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case e appartamenti a Via Mattie. Immobili in vendita a Via ... - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,356,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,Idealista,Casa indipendente in vendita a Meana di Susa - idealista,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475608+00:00,2026-08-28T10:58:40.671085+00:00,monitoraggio base,,https://www.idealista.it/immobile/35025247/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Casa indipendente in vendita a Meana di Susa - idealista,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,357,CASA_INDIPENDENTE_TERRATETTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,Casa.it,Casa bifamiliare in Vendita in zona Centro a Meana di Susa,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475619+00:00,2026-08-23T17:16:38.786955+00:00,monitoraggio base,,https://www.casa.it/immobili/54591476/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Casa bifamiliare in Vendita in zona Centro a Meana di Susa,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,358,ALTRO_NON_DETERMINATO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mompantero,Casa.it,Villa in Vendita in Frazione San Giuseppe 21 a Mompantero - Casa.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475632+00:00,2026-08-23T17:16:38.786966+00:00,monitoraggio base,,https://www.casa.it/immobili/54595196/,NO,,,0,,ESEGUITA,Frazione San Giuseppe,Frazione San Giuseppe 21 | frazione San Giuseppe 21/d,VAI IN ZONA,Frazione San Giuseppe 21,Villa in Vendita in Frazione San Giuseppe 21 a Mompantero - Casa.it,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-1DAA8E373DAEF9D7&comune=Mompantero&provincia=TO&via=Frazione+San+Giuseppe&civico=21&url=https%3A%2F%2Fwww.casa.it%2Fimmobili%2F54595196%2F&titolo=Villa+in+Vendita+in+Frazione+San+Giuseppe+21+a+Mompantero+-+Casa.it&segnale=monitoraggio+base&fonte=Casa.it&telefono=&telefono_fonte=,359,VILLA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Immobiliare.it,"Vendita Appartamento Pianezza. Quadrilocale, Buono stato, su più ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475691+00:00,2026-08-21T12:20:59.475693+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/130081882/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Vendita Appartamento Pianezza. Quadrilocale, Buono stato, su più",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,360,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Immobiliare.it,"Vendita Appartamento Pianezza. Trilocale, Ottimo stato, primo piano ...",,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475699+00:00,2026-08-28T10:58:40.670333+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131046038/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Vendita Appartamento Pianezza. Trilocale, Ottimo stato, primo piano",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,361,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Immobiliare.it,Vendita Appartamento Pianezza. Trilocale in via Mario Lisa 11. Ottimo ...,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475705+00:00,2026-08-28T10:58:40.671302+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/125936073/,NO,,,0,,ESEGUITA,via Mario Lisa,,,via Mario Lisa 11,Vendita Appartamento Pianezza. Trilocale in via Mario Lisa 11. Ottimo,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B73EC2E01683D459&comune=Pianezza&provincia=TO&via=via+Mario+Lisa&civico=11&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F125936073%2F&titolo=Vendita+Appartamento+Pianezza.+Trilocale+in+via+Mario+Lisa+11.+Ottimo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,362,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Immobiliare.it,"Vendita Appartamento in via La Cassa. Pianezza. Ottimo stato, su più ...",,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475710+00:00,2026-08-28T10:58:40.671283+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131155332/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Vendita Appartamento in via La Cassa. Pianezza. Ottimo stato, su più",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,363,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Immobiliare.it,"Vendita Terratetto unifamiliare Pianezza. Da ristrutturare, posto auto ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475722+00:00,2026-08-21T12:20:59.475723+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/130283278/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Vendita Terratetto unifamiliare Pianezza. Da ristrutturare, posto auto",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,364,CASA_INDIPENDENTE_TERRATETTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Immobiliare.it,Vendita Appartamento Pianezza. Trilocale in via Torino 18. Ottimo stato ...,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475727+00:00,2026-08-28T10:58:40.671308+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/129231432/,NO,,,0,,ESEGUITA,via Torino,,,via Torino 18,Vendita Appartamento Pianezza. Trilocale in via Torino 18. Ottimo stato,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C8EF37C584338414&comune=Pianezza&provincia=TO&via=via+Torino&civico=18&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F129231432%2F&titolo=Vendita+Appartamento+Pianezza.+Trilocale+in+via+Torino+18.+Ottimo+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,365,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Immobiliare.it,"Vendita Villa a schiera in via Aldo Moro Pianezza. Nuova, posto auto ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475737+00:00,2026-08-21T12:20:59.475739+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/127744706/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Vendita Villa a schiera in via Aldo Moro Pianezza. Nuova, posto auto",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,366,VILLA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Immobiliare.it,Vendita Appartamento Pianezza. Quadrilocale in via Magellano. Buono ...,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475764+00:00,2026-08-28T10:58:40.671290+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/129926542/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Appartamento Pianezza. Quadrilocale in via Magellano. Buono,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,367,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Reano,Nestoria,Case e appartamenti a Reano. Immobili in vendita a Reano - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475770+00:00,2026-08-28T10:58:40.671337+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/reano,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case e appartamenti a Reano. Immobili in vendita a Reano - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,368,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,Nestoria,Case e appartamenti a Rivoli Torino. Immobili in vendita a Rivoli ...,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475801+00:00,2026-08-28T10:58:40.671407+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/rivoli,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case e appartamenti a Rivoli Torino. Immobili in vendita a Rivoli,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,369,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rubiana,Mercato generale,Case in vendita Rubiana Caprino veronese (Verona) da agenzie immobiliari,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475833+00:00,2026-08-21T12:20:59.475834+00:00,monitoraggio base,,https://www.caseinvendita360.com/case-vendita-agenzie-rubiana-caprino-veronese-vr,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case in vendita Rubiana Caprino veronese (Verona) da agenzie immobiliari,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,370,ALTRO_NON_DETERMINATO,NO,DA_VERIFICARE,SI
