PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL,CONTATTO_PRONTO,CONTATTI_PUBBLICI,FONTE_CONTATTO,CROSS_MATCH,NOME_INSERZIONISTA,RICERCA_PUBBLICA,VIA_RADAR,INDIRIZZI_ZONA,AZIONE_ZONA,DOVE_ANDRE,COSA_CERCO,PREZZO_OPERATIVO,ISTRUZIONE_OPERATIVA,F1_INDIRIZZO_REMOTO_URL,MASTER_660_ID,TIPOLOGIA_REALE_INFERITA,ASTA_RILEVATA,STATO_INDIRIZZO_MASTER,MASTER_PRESERVATO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Didero,Casa.it,Casa bifamiliare in Vendita in Strada Gaudietti 5 a San Didero,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475838+00:00,2026-08-22T17:17:15.502782+00:00,monitoraggio base,,https://www.casa.it/immobili/54513600/,NO,,,0,,NON_ESEGUITA,,,,Strada Gaudietti 5,Casa bifamiliare in Vendita in Strada Gaudietti 5 a San Didero,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-10F448C52B0B0D48&comune=San+Didero&provincia=TO&via=Strada+Gaudietti&civico=5&url=https%3A%2F%2Fwww.casa.it%2Fimmobili%2F54513600%2F&titolo=Casa+bifamiliare+in+Vendita+in+Strada+Gaudietti+5+a+San+Didero&segnale=monitoraggio+base&fonte=Casa.it&telefono=&telefono_fonte=,371,ALTRO_NON_DETERMINATO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Antonino di Susa,Mercato generale,"Case in vendita a Sant'Antonino di Susa, Valli Susa, Sangone",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475872+00:00,2026-08-23T17:16:38.787080+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/sant-antonino-di-susa-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Case in vendita a Sant'Antonino di Susa, Valli Susa, Sangone",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,372,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Antonino di Susa,Mercato residenziale,Sant'antonino Di Susa - 48 case in vendita in Sant'Antonino Di Susa de ...,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475889+00:00,2026-08-28T10:58:40.671893+00:00,monitoraggio base,,https://www.nuroa.it/vendita-immobili/sant-antonino-di-susa,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Sant'antonino Di Susa - 48 case in vendita in Sant'Antonino Di Susa de,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,373,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Mercato generale,106 Appartamenti in vendita a Susa - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475902+00:00,2026-08-27T21:04:17.081037+00:00,monitoraggio base,,https://immobiliare.mitula.it/appartamento-susa,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,106 Appartamenti in vendita a Susa - Mitula Case,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,374,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Mercato generale,Casa Val Susa - 14 case in vendita in Susa de Nuroa.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475907+00:00,2026-08-23T09:11:13.222737+00:00,monitoraggio base,,https://www.nuroa.it/vendita-immobili/casa-val-susa,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Casa Val Susa - 14 case in vendita in Susa de Nuroa.it,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,375,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Nestoria,Case e appartamenti a Trana. Immobili in vendita a Trana - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475912+00:00,2026-08-28T10:58:40.672051+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/trana,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case e appartamenti a Trana. Immobili in vendita a Trana - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,376,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Mercato generale,"Case in vendita a Moranda, Trana - Case in Vendita e in Affitto",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475920+00:00,2026-08-23T17:16:38.787103+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/moranda-trana,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Case in vendita a Moranda, Trana - Case in Vendita e in Affitto",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,377,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Val della Torre,Casa.it,Bilocale in Vendita in Via Val della Torre 92 a Torino - Casa.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475947+00:00,2026-08-21T12:20:59.475948+00:00,monitoraggio base,,https://www.casa.it/immobili/53921348/,NO,,,0,per chi cerca una soluzione pronta da abitare o un ottimo investimento immobiliare,ESEGUITA,Via Val della Torre,,,Via Val della Torre 92,Bilocale in Vendita in Via Val della Torre 92 a Torino - Casa.it,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-79F7A539A63EF059&comune=Val+della+Torre&provincia=TO&via=Via+Val+della+Torre&civico=92&url=https%3A%2F%2Fwww.casa.it%2Fimmobili%2F53921348%2F&titolo=Bilocale+in+Vendita+in+Via+Val+della+Torre+92+a+Torino+-+Casa.it&segnale=monitoraggio+base&fonte=Casa.it&telefono=&telefono_fonte=,378,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Valgioie,Mercato residenziale,159 Case in vendita a Valgioie - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475953+00:00,2026-08-28T10:58:40.672198+00:00,monitoraggio base,,https://immobiliare.mitula.it/casa-valgioie,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,159 Case in vendita a Valgioie - Mitula Case,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,379,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Venaus,Casa.it,Appartamento in Vendita in mOLINO 20 a Venaus - Casa.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475963+00:00,2026-08-22T17:17:15.502949+00:00,monitoraggio base,,https://www.casa.it/immobili/54583364/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Appartamento in Vendita in mOLINO 20 a Venaus - Casa.it,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,380,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Nestoria,8.128 immobili in vendita a Villar Focchiardo - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475977+00:00,2026-08-28T10:58:40.672296+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/villar-focchiardo,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,8.128 immobili in vendita a Villar Focchiardo - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,381,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Mercato generale,"Case in vendita a Villar Focchiardo, Valli Susa, Sangone",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475982+00:00,2026-08-23T17:16:38.787155+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/villar-focchiardo-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Case in vendita a Villar Focchiardo, Valli Susa, Sangone",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,382,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Mercato residenziale,Porzione di casa in vendita a Villar Focchiardo Cod. 34221003-1778,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475993+00:00,2026-08-28T10:58:40.672308+00:00,monitoraggio base,,https://www.fcimmobiliare.it/i-671756-vendita-porzione-di-casa-villar-focchiardo/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Porzione di casa in vendita a Villar Focchiardo Cod. 34221003-1778,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,383,CASA_INDIPENDENTE_TERRATETTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Mercato residenziale,Bassa Susa - 46 case in vendita in Susa de Nuroa.it,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475998+00:00,2026-08-28T10:58:40.671987+00:00,monitoraggio base,,https://www.nuroa.it/vendita-immobili/bassa-susa,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Bassa Susa - 46 case in vendita in Susa de Nuroa.it,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,384,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villarbasse,Agenzie,513 Ville Indipendenti in vendita a Villarbasse - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.476028+00:00,2026-08-27T21:04:17.081409+00:00,monitoraggio base,,https://immobiliare.mitula.it/villa-indipendente-villarbasse,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,513 Ville Indipendenti in vendita a Villarbasse - Mitula Case,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,385,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bardonecchia,Nestoria,Case e appartamenti a Bardonecchia. Immobili in vendita a ... - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-22T17:17:15.502432+00:00,2026-08-28T05:06:35.529973+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/bardonecchia,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case e appartamenti a Bardonecchia. Immobili in vendita a ... - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,386,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bardonecchia,Idealista,"Quadrilocale in vendita in Via Pollicino, 10, Bardonecchia — idealista ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502438+00:00,2026-08-22T17:17:15.502439+00:00,monitoraggio base,,https://www.idealista.it/immobile/36094722/,NO,,,0,,ESEGUITA,Via Pollicino,Via Pollicino 10,VAI IN ZONA,Via Pollicino 10,"Quadrilocale in vendita in Via Pollicino, 10, Bardonecchia — idealista",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-072B1C2EB7B838A2&comune=Bardonecchia&provincia=TO&via=Via+Pollicino&civico=10&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36094722%2F&titolo=Quadrilocale+in+vendita+in+Via+Pollicino%2C+10%2C+Bardonecchia+%E2%80%94+idealista+...&segnale=monitoraggio+base&fonte=Idealista&telefono=&telefono_fonte=,387,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bruzolo,Wikicasa,"Casa indipendente in vendita, Bruzolo, Ristrutturato con box, 190 mq ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502464+00:00,2026-08-22T17:17:15.502465+00:00,monitoraggio base,,https://www.wikicasa.it/annuncio/30661366,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Casa indipendente in vendita, Bruzolo, Ristrutturato con box, 190 mq",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,388,GARAGE_BOX,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Immobiliare.it,Vendita Villa unifamiliare in via Allende 13 Buttigliera Alta. Buono ...,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502493+00:00,2026-08-22T17:17:15.502494+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131629064/,NO,,,0,,ESEGUITA,via Allende,via Allende 13,VAI IN ZONA,via Allende 13,Vendita Villa unifamiliare in via Allende 13 Buttigliera Alta. Buono,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-8ADF11BD6D953DC9&comune=Buttigliera+Alta&provincia=TO&via=via+Allende&civico=13&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131629064%2F&titolo=Vendita+Villa+unifamiliare+in+via+Allende+13+Buttigliera+Alta.+Buono+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,389,VILLA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Immobiliare.it,Vendita Terratetto plurifamiliare in vicolo G. Pietro Riva 13 Chiusa di ...,,,0,NON_DETERMINATO,TRACKED,2026-08-22T17:17:15.502572+00:00,2026-08-28T10:58:40.670464+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/127844320/,NO,,,0,,ESEGUITA,vicolo G. Pietro Riva,vicolo G. Pietro Riva 13,VAI IN ZONA,vicolo G. Pietro Riva 13,Vendita Terratetto plurifamiliare in vicolo G. Pietro Riva 13 Chiusa di,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-8A27392532F5E00F&comune=Chiusa+di+San+Michele&provincia=TO&via=vicolo+G.+Pietro+Riva&civico=13&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127844320%2F&titolo=Vendita+Terratetto+plurifamiliare+in+vicolo+G.+Pietro+Riva+13+Chiusa+di+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,390,CASA_INDIPENDENTE_TERRATETTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Mercato residenziale,Casa singola in vendita a Condove Cod. BELLAFUGERA,,,0,NON_DETERMINATO,TRACKED,2026-08-22T17:17:15.502611+00:00,2026-08-28T10:58:40.670665+00:00,monitoraggio base,,https://www.fcimmobiliare.it/i-672094-vendita-casa-singola-condove/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Casa singola in vendita a Condove Cod. BELLAFUGERA,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,391,CASA_INDIPENDENTE_TERRATETTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Mercato residenziale,Immobiliare Giavenese,,,0,NON_DETERMINATO,TRACKED,2026-08-22T17:17:15.502632+00:00,2026-08-28T05:06:35.530637+00:00,monitoraggio base,,https://www.immobiliaregiavenese.it/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Immobiliare Giavenese,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,392,ALTRO_NON_DETERMINATO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mompantero,Mercato generale,Villa singola in vendita a Mompantero - Urbiano Cod. SUSA143,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502684+00:00,2026-08-23T17:16:38.786963+00:00,monitoraggio base,,https://www.fcimmobiliare.it/i-672129-vendita-villa-singola-mompantero-urbiano/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Villa singola in vendita a Mompantero - Urbiano Cod. SUSA143,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,393,VILLA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Reano,Immobiliare.it,"Casa colonica via Principe della Cisterna 63, Reano",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502718+00:00,2026-08-23T09:11:13.222637+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/122985494/,NO,,,0,,ESEGUITA,via Principe della Cisterna,via Principe della Cisterna 63 | Via Principe della Cisterna 5 | via Principe Della Cisterna 3,VAI IN ZONA,via Principe della Cisterna 63,"Casa colonica via Principe della Cisterna 63, Reano",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-060AACEDA5469D77&comune=Reano&provincia=TO&via=via+Principe+della+Cisterna&civico=63&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F122985494%2F&titolo=Casa+colonica+via+Principe+della+Cisterna+63%2C+Reano&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,394,RUSTICO_CASALE_BAITA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,Mercato generale,"Case in vendita a Rosta, Torino Ovest",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502755+00:00,2026-08-22T17:17:15.502757+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/rosta-torino-ovest,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Case in vendita a Rosta, Torino Ovest",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,395,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rubiana,Mercato generale,"Appartamento in vendita a Rubiana, 4 locali, 95 mq | PCase.it",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502778+00:00,2026-08-22T17:17:15.502779+00:00,monitoraggio base,,https://www.pcase.it/immobili/quadrilocale-vendita-rubiana-sc9698461/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Appartamento in vendita a Rubiana, 4 locali, 95 mq | PCase.it",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,396,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Agenzie,"Case in vendita a Susa, Valli Susa, Sangone",,,0,NON_DETERMINATO,TRACKED,2026-08-22T17:17:15.502835+00:00,2026-08-27T21:04:17.081054+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/susa-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Case in vendita a Susa, Valli Susa, Sangone",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,397,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Mercato generale,Case in vendita da Privati a Susa - CasaDaPrivato.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502840+00:00,2026-08-22T17:17:15.502842+00:00,monitoraggio base,,https://www.casadaprivato.it/annunci-vendita/immobili/torino-susa,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case in vendita da Privati a Susa - CasaDaPrivato.it,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,398,ALTRO_NON_DETERMINATO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Mercato generale,Più di dieci ville in vendita a Trana Moranda. - Caasa,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502862+00:00,2026-08-23T17:16:38.787107+00:00,monitoraggio base,,https://www.caasa.it/torino/trana-zona-moranda/villa/in-vendita.html,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Più di dieci ville in vendita a Trana Moranda. - Caasa,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,399,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Immobiliare.it,"Vendita Villa unifamiliare in via Vercelli, 3 Trana. Buono stato, posto ...",,,0,NON_DETERMINATO,TRACKED,2026-08-22T17:17:15.502867+00:00,2026-08-28T10:58:40.672089+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/125972107/,NO,,,0,,NON_ESEGUITA,,,,"via Vercelli, 3","Vendita Villa unifamiliare in via Vercelli, 3 Trana. Buono stato, posto",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-2943863C590B7A04&comune=Trana&provincia=TO&via=via+Vercelli&civico=3&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F125972107%2F&titolo=Vendita+Villa+unifamiliare+in+via+Vercelli%2C+3+Trana.+Buono+stato%2C+posto+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,400,VILLA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Immobiliare.it,Vendita Villa bifamiliare in via alessandria 32 Trana. Ottimo stato ...,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502876+00:00,2026-08-23T09:11:13.222766+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/130956906/,NO,,,0,,ESEGUITA,via alessandria,,,via alessandria 32,Vendita Villa bifamiliare in via alessandria 32 Trana. Ottimo stato,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-5BD181AC626990E7&comune=Trana&provincia=TO&via=via+alessandria&civico=32&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130956906%2F&titolo=Vendita+Villa+bifamiliare+in+via+alessandria+32+Trana.+Ottimo+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,401,VILLA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Immobiliare.it,Vendita Terratetto unifamiliare in Borgata Cordero 34 Trana. Posto auto ...,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502887+00:00,2026-08-23T09:11:13.222773+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/123141747/,NO,,,0,,ESEGUITA,Borgata Cordero,,,Borgata Cordero 34,Vendita Terratetto unifamiliare in Borgata Cordero 34 Trana. Posto auto,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E778EF9CB7BFA1D9&comune=Trana&provincia=TO&via=Borgata+Cordero&civico=34&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F123141747%2F&titolo=Vendita+Terratetto+unifamiliare+in+Borgata+Cordero+34+Trana.+Posto+auto+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,402,CASA_INDIPENDENTE_TERRATETTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Immobiliare.it,"Vendita Mansarda in Strada Avigliana 016 Trana. Buono stato, posto auto ...",,,0,NON_DETERMINATO,TRACKED,2026-08-22T17:17:15.502892+00:00,2026-08-28T10:58:40.672095+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131255564/,NO,,,0,,NON_ESEGUITA,,,,Strada Avigliana 016,"Vendita Mansarda in Strada Avigliana 016 Trana. Buono stato, posto auto",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-300AA43F23D471F7&comune=Trana&provincia=TO&via=Strada+Avigliana&civico=016&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131255564%2F&titolo=Vendita+Mansarda+in+Strada+Avigliana+016+Trana.+Buono+stato%2C+posto+auto+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,403,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Immobiliare.it,"Vendita Rustico in via 20 Settembre Trana. Ottimo stato, posto auto ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502896+00:00,2026-08-23T09:11:13.222758+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/128140996/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Vendita Rustico in via 20 Settembre Trana. Ottimo stato, posto auto",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,404,RUSTICO_CASALE_BAITA,NO,DA_VERIFICARE,SI
