FONTE,COMUNE,STATO,ULTIMO_CONTROLLO,RISULTATI_GREZZI,ACCETTATI,MESSAGGIO,URL_SORGENTE
PDF Albo Pretorio edilizia,Sant'Antonino di Susa,OK,2026-09-26T11:04:41.245407+00:00,7,0,,"""Sant'Antonino di Susa"" filetype:pdf (""albo pretorio"" OR ""amministrazione trasparente"" OR delibera OR determina) (edilizia OR urbanistica OR lottizzazione OR costruire)"
Immobiliare.it,Sant'Antonino di Susa,OK,2026-09-26T11:04:47.654397+00:00,10,10,,"site:immobiliare.it/annunci/ ""Sant'Antonino di Susa"" vendita (casa OR appartamento OR villa)"
Idealista,Sant'Antonino di Susa,OK,2026-09-26T11:04:56.154246+00:00,7,0,,"site:idealista.it/immobile/ ""Sant'Antonino di Susa"" vendita (casa OR appartamento OR villa)"
Casa.it,Sant'Antonino di Susa,OK,2026-09-26T11:05:05.142449+00:00,7,0,,"site:casa.it/immobili/ ""Sant'Antonino di Susa"" vendita (casa OR appartamento OR villa)"
TrovaCasa privati,Sant'Antonino di Susa,OK,2026-09-26T11:05:14.127593+00:00,7,0,,"site:trovacasa.it/annunci/ ""Sant'Antonino di Susa"" (""da privato"" OR ""no agenzie"" OR ""privato vende"")"
Wikicasa,Sant'Antonino di Susa,OK,2026-09-26T11:05:23.130502+00:00,7,0,,"site:wikicasa.it ""Sant'Antonino di Susa"" vendita (casa OR appartamento OR villa)"
Subito privati,Sant'Antonino di Susa,OK,2026-09-26T11:05:32.203382+00:00,7,0,,"site:subito.it ""Sant'Antonino di Susa"" vendita (appartamento OR casa OR villa) (privato OR ""da privati"")"
Bakeca privati,Sant'Antonino di Susa,OK,2026-09-26T11:05:41.150759+00:00,7,0,,"site:bakeca.it/annunci/vendita-case/ ""Sant'Antonino di Susa"" (privato OR ""vendo"")"
Trovit,Sant'Antonino di Susa,OK,2026-09-26T11:05:50.267542+00:00,7,0,,"site:trovit.it ""Sant'Antonino di Susa"" vendita (casa OR appartamento OR villa)"
Nestoria,Sant'Antonino di Susa,OK,2026-09-26T11:05:59.229183+00:00,7,0,,"site:nestoria.it ""Sant'Antonino di Susa"" vendita (casa OR appartamento OR villa)"
Gate-away,Sant'Antonino di Susa,OK,2026-09-26T11:06:08.154360+00:00,7,0,,"site:gate-away.com ""Sant'Antonino di Susa"" property sale house"
VendereCasa,Sant'Antonino di Susa,OK,2026-09-26T11:06:17.146300+00:00,7,0,,"site:venderecasa.com ""Sant'Antonino di Susa"" vendita (casa OR appartamento OR villa)"
TuttoCasa,Sant'Antonino di Susa,OK,2026-09-26T11:06:26.147665+00:00,7,0,,"site:tuttocasa.it ""Sant'Antonino di Susa"" vendita (casa OR appartamento OR villa)"
Tecnocasa,Sant'Antonino di Susa,OK,2026-09-26T11:06:35.157760+00:00,7,0,,"site:tecnocasa.it/vendita/ ""Sant'Antonino di Susa"" vendita"
Tecnorete,Sant'Antonino di Susa,OK,2026-09-26T11:06:44.169914+00:00,7,0,,"site:tecnorete.it ""Sant'Antonino di Susa"" ""in vendita"""
Tempocasa,Sant'Antonino di Susa,OK,2026-09-26T11:06:53.199941+00:00,7,0,,"site:tempocasa.it/it/vendita/ ""Sant'Antonino di Susa"" vendita"
Facebook Marketplace,Sant'Antonino di Susa,OK,2026-09-26T11:07:02.199436+00:00,7,0,,"site:facebook.com/marketplace/item/ ""Sant'Antonino di Susa"" (casa OR appartamento OR villa) vendita"
Gruppi Facebook locali,Sant'Antonino di Susa,OK,2026-09-26T11:07:11.170129+00:00,7,0,,"site:facebook.com/groups/ ""Sant'Antonino di Susa"" (""vendo casa"" OR ""privato vende"" OR ""no agenzie"")"
Web generale,Sant'Antonino di Susa,OK,2026-09-26T11:07:20.211051+00:00,7,0,,"""Sant'Antonino di Susa"" (""privato vende"" OR ""no agenzie"") (casa OR appartamento OR villa) vendita"
Bacheche locali,Sant'Antonino di Susa,OK,2026-09-26T11:07:29.312193+00:00,7,0,,"""Sant'Antonino di Susa"" (""annuncio privato"" OR ""vendo appartamento"" OR ""vendo casa"") -immobiliare.it -idealista.it -casa.it"
Mercato residenziale,Trana,OK,2026-09-26T11:12:47.692594+00:00,10,6,,"""Trana"" (""in vendita"" OR vendesi OR vendita) (casa OR appartamento OR villa OR immobile)"
Tipologie residenziali,Trana,OK,2026-09-26T11:12:54.091096+00:00,2,0,,"""Trana"" (appartamento OR villa OR rustico OR casale OR cascina OR ""casa indipendente"" OR mansarda OR attico) (""in vendita"" OR vendita OR vendesi)"
Ribassi,Trana,ERROR,2026-09-26T11:13:02.071206+00:00,0,0,Google: nessun risultato organico parsabile,"""Trana"" (ribassato OR ribasso OR ""prezzo ridotto"" OR ""prezzo trattabile"") (casa OR appartamento OR villa OR rustico OR immobile)"
Aste,Trana,OK,2026-09-26T11:13:11.147575+00:00,10,0,,"""Trana"" (""asta giudiziaria"" OR ""vendita giudiziaria"" OR ""asta immobiliare"" OR tribunale) (casa OR appartamento OR villa OR immobile)"
Privati,Trana,ERROR,2026-09-26T11:13:20.117587+00:00,0,0,Google: nessun risultato organico parsabile,"""Trana"" (""privato vende"" OR ""no agenzie"" OR ""astenersi agenzie"" OR ""da privato"") (casa OR appartamento OR villa OR rustico)"
Storico uscite,Trana,ERROR,2026-09-26T11:13:29.133899+00:00,0,0,Google: nessun risultato organico parsabile,"""Trana"" (venduto OR ""annuncio non disponibile"" OR ""immobile non disponibile"" OR ""annuncio rimosso"") (casa OR appartamento OR villa OR immobile)"
Commerciale negozi/locali,Trana,ERROR,2026-09-26T11:13:38.166478+00:00,0,0,Google: nessun risultato organico parsabile,"""Trana"" (negozio OR ""locale commerciale"" OR showroom) (vendita OR affitto OR locazione OR cedesi)"
Uffici e direzionale,Trana,OK,2026-09-26T11:13:44.538693+00:00,9,1,,"""Trana"" (ufficio OR studio OR direzionale) (vendita OR affitto OR locazione)"
Capannoni logistica,Trana,OK,2026-09-26T11:13:50.607822+00:00,2,0,,"""Trana"" (capannone OR magazzino OR laboratorio OR deposito OR logistica) (vendita OR affitto OR locazione)"
Cessione attività,Trana,ERROR,2026-09-26T11:13:59.097692+00:00,0,0,Google: nessun risultato organico parsabile,"""Trana"" (""cessione attività"" OR ""cedesi attività"" OR ""attività in vendita"" OR ""azienda in vendita"" OR subentro) (bar OR ristorante OR negozio OR azienda OR attività)"
Terreni e sviluppo,Trana,ERROR,2026-09-26T11:14:08.249223+00:00,0,0,Google: nessun risultato organico parsabile,"""Trana"" (""terreno edificabile"" OR ""area edificabile"" OR ""lotto edificabile"" OR lottizzazione OR ""area commerciale"") (vendita OR progetto OR costruzione)"
Nuove costruzioni e cantieri,Trana,ERROR,2026-09-26T11:14:17.118219+00:00,0,0,Google: nessun risultato organico parsabile,"""Trana"" (cantiere OR ""nuova costruzione"" OR ""nuove costruzioni"" OR ""in costruzione"" OR ""lavori in corso"" OR ""nuovo complesso"" OR ""nuova residenza"")"
Imprese edili con progetti,Trana,OK,2026-09-26T11:14:26.108273+00:00,10,0,,"""Trana"" (""impresa edile"" OR ""impresa costruzioni"" OR costruttore OR ""società di costruzioni"") (cantiere OR progetto OR ""nuova costruzione"" OR ""lavori in corso"" OR residenza)"
Progetti autorizzati,Trana,ERROR,2026-09-26T11:14:35.324001+00:00,0,0,Google HTTP 429,"""Trana"" (""permesso di costruire"" OR SCIA OR PEC OR ""piano esecutivo"" OR lottizzazione OR ""progetto approvato"") (residenziale OR commerciale OR costruzione OR edilizia)"
PDF urbanistica e permessi,Trana,ERROR,2026-09-26T11:14:44.134389+00:00,0,0,Google HTTP 429,"""Trana"" filetype:pdf (""permesso di costruire"" OR SCIA OR ""piano esecutivo"" OR lottizzazione OR ""variante urbanistica"")"
PDF cantieri e progetti,Trana,ERROR,2026-09-26T11:14:53.157189+00:00,0,0,Google HTTP 429,"""Trana"" filetype:pdf (cantiere OR ""nuova costruzione"" OR ""progetto approvato"" OR edilizia OR urbanistica)"
PDF Albo Pretorio edilizia,Trana,ERROR,2026-09-26T11:15:02.136857+00:00,0,0,Google HTTP 429,"""Trana"" filetype:pdf (""albo pretorio"" OR ""amministrazione trasparente"" OR delibera OR determina) (edilizia OR urbanistica OR lottizzazione OR costruire)"
Immobiliare.it,Trana,OK,2026-09-26T11:15:09.054272+00:00,9,7,,"site:immobiliare.it/annunci/ ""Trana"" vendita (casa OR appartamento OR villa)"
Idealista,Trana,ERROR,2026-09-26T11:15:17.067602+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:idealista.it/immobile/ ""Trana"" vendita (casa OR appartamento OR villa)"
Casa.it,Trana,ERROR,2026-09-26T11:15:26.116694+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:casa.it/immobili/ ""Trana"" vendita (casa OR appartamento OR villa)"
TrovaCasa privati,Trana,ERROR,2026-09-26T11:15:35.137394+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:trovacasa.it/annunci/ ""Trana"" (""da privato"" OR ""no agenzie"" OR ""privato vende"")"
Wikicasa,Trana,ERROR,2026-09-26T11:15:44.093726+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:wikicasa.it ""Trana"" vendita (casa OR appartamento OR villa)"
Subito privati,Trana,ERROR,2026-09-26T11:15:53.224459+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:subito.it ""Trana"" vendita (appartamento OR casa OR villa) (privato OR ""da privati"")"
Bakeca privati,Trana,ERROR,2026-09-26T11:16:02.096573+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:bakeca.it/annunci/vendita-case/ ""Trana"" (privato OR ""vendo"")"
Trovit,Trana,ERROR,2026-09-26T11:16:11.248094+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:trovit.it ""Trana"" vendita (casa OR appartamento OR villa)"
Nestoria,Trana,ERROR,2026-09-26T11:16:20.125988+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:nestoria.it ""Trana"" vendita (casa OR appartamento OR villa)"
Gate-away,Trana,ERROR,2026-09-26T11:16:29.239004+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:gate-away.com ""Trana"" property sale house"
VendereCasa,Trana,ERROR,2026-09-26T11:16:38.116378+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:venderecasa.com ""Trana"" vendita (casa OR appartamento OR villa)"
TuttoCasa,Trana,ERROR,2026-09-26T11:16:47.087416+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:tuttocasa.it ""Trana"" vendita (casa OR appartamento OR villa)"
Tecnocasa,Trana,ERROR,2026-09-26T11:16:56.105403+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:tecnocasa.it/vendita/ ""Trana"" vendita"
Tecnorete,Trana,ERROR,2026-09-26T11:17:05.203583+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:tecnorete.it ""Trana"" ""in vendita"""
Tempocasa,Trana,ERROR,2026-09-26T11:17:14.159899+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:tempocasa.it/it/vendita/ ""Trana"" vendita"
Facebook Marketplace,Trana,ERROR,2026-09-26T11:17:23.087200+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:facebook.com/marketplace/item/ ""Trana"" (casa OR appartamento OR villa) vendita"
Gruppi Facebook locali,Trana,ERROR,2026-09-26T11:17:32.096661+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:facebook.com/groups/ ""Trana"" (""vendo casa"" OR ""privato vende"" OR ""no agenzie"")"
Web generale,Trana,ERROR,2026-09-26T11:17:41.159907+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"""Trana"" (""privato vende"" OR ""no agenzie"") (casa OR appartamento OR villa) vendita"
Bacheche locali,Trana,ERROR,2026-09-26T11:17:50.134925+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"""Trana"" (""annuncio privato"" OR ""vendo appartamento"" OR ""vendo casa"") -immobiliare.it -idealista.it -casa.it"
Mercato residenziale,Vaie,OK,2026-09-26T11:02:22.863448+00:00,9,5,,"""Vaie"" (""in vendita"" OR vendesi OR vendita) (casa OR appartamento OR villa OR immobile)"
Tipologie residenziali,Vaie,OK,2026-09-26T11:02:28.842651+00:00,1,0,,"""Vaie"" (appartamento OR villa OR rustico OR casale OR cascina OR ""casa indipendente"" OR mansarda OR attico) (""in vendita"" OR vendita OR vendesi)"
Ribassi,Vaie,ERROR,2026-09-26T11:02:37.232141+00:00,0,0,Google: nessun risultato organico parsabile,"""Vaie"" (ribassato OR ribasso OR ""prezzo ridotto"" OR ""prezzo trattabile"") (casa OR appartamento OR villa OR rustico OR immobile)"
Aste,Vaie,ERROR,2026-09-26T11:02:46.264441+00:00,0,0,Google: nessun risultato organico parsabile,"""Vaie"" (""asta giudiziaria"" OR ""vendita giudiziaria"" OR ""asta immobiliare"" OR tribunale) (casa OR appartamento OR villa OR immobile)"
Privati,Vaie,ERROR,2026-09-26T11:02:55.222640+00:00,0,0,Google: nessun risultato organico parsabile,"""Vaie"" (""privato vende"" OR ""no agenzie"" OR ""astenersi agenzie"" OR ""da privato"") (casa OR appartamento OR villa OR rustico)"
Storico uscite,Vaie,ERROR,2026-09-26T11:03:04.215933+00:00,0,0,Google: nessun risultato organico parsabile,"""Vaie"" (venduto OR ""annuncio non disponibile"" OR ""immobile non disponibile"" OR ""annuncio rimosso"") (casa OR appartamento OR villa OR immobile)"
Commerciale negozi/locali,Vaie,ERROR,2026-09-26T11:03:13.198690+00:00,0,0,Google: nessun risultato organico parsabile,"""Vaie"" (negozio OR ""locale commerciale"" OR showroom) (vendita OR affitto OR locazione OR cedesi)"
Uffici e direzionale,Vaie,OK,2026-09-26T11:03:19.808239+00:00,5,0,,"""Vaie"" (ufficio OR studio OR direzionale) (vendita OR affitto OR locazione)"
Capannoni logistica,Vaie,OK,2026-09-26T11:03:25.806156+00:00,3,1,,"""Vaie"" (capannone OR magazzino OR laboratorio OR deposito OR logistica) (vendita OR affitto OR locazione)"
Cessione attività,Vaie,ERROR,2026-09-26T11:03:34.241696+00:00,0,0,Google: nessun risultato organico parsabile,"""Vaie"" (""cessione attività"" OR ""cedesi attività"" OR ""attività in vendita"" OR ""azienda in vendita"" OR subentro) (bar OR ristorante OR negozio OR azienda OR attività)"
Terreni e sviluppo,Vaie,ERROR,2026-09-26T11:03:43.212410+00:00,0,0,Google: nessun risultato organico parsabile,"""Vaie"" (""terreno edificabile"" OR ""area edificabile"" OR ""lotto edificabile"" OR lottizzazione OR ""area commerciale"") (vendita OR progetto OR costruzione)"
Nuove costruzioni e cantieri,Vaie,OK,2026-09-26T11:03:52.227957+00:00,10,0,,"""Vaie"" (cantiere OR ""nuova costruzione"" OR ""nuove costruzioni"" OR ""in costruzione"" OR ""lavori in corso"" OR ""nuovo complesso"" OR ""nuova residenza"")"
Imprese edili con progetti,Vaie,ERROR,2026-09-26T11:04:01.237755+00:00,0,0,Google: nessun risultato organico parsabile,"""Vaie"" (""impresa edile"" OR ""impresa costruzioni"" OR costruttore OR ""società di costruzioni"") (cantiere OR progetto OR ""nuova costruzione"" OR ""lavori in corso"" OR residenza)"
Progetti autorizzati,Vaie,ERROR,2026-09-26T11:04:10.268992+00:00,0,0,Google: nessun risultato organico parsabile,"""Vaie"" (""permesso di costruire"" OR SCIA OR PEC OR ""piano esecutivo"" OR lottizzazione OR ""progetto approvato"") (residenziale OR commerciale OR costruzione OR edilizia)"
PDF urbanistica e permessi,Vaie,ERROR,2026-09-26T11:04:19.231345+00:00,0,0,Google HTTP 429,"""Vaie"" filetype:pdf (""permesso di costruire"" OR SCIA OR ""piano esecutivo"" OR lottizzazione OR ""variante urbanistica"")"
PDF cantieri e progetti,Vaie,ERROR,2026-09-26T11:04:28.242095+00:00,0,0,Google HTTP 429,"""Vaie"" filetype:pdf (cantiere OR ""nuova costruzione"" OR ""progetto approvato"" OR edilizia OR urbanistica)"
PDF Albo Pretorio edilizia,Vaie,ERROR,2026-09-26T11:04:37.231485+00:00,0,0,Google HTTP 429,"""Vaie"" filetype:pdf (""albo pretorio"" OR ""amministrazione trasparente"" OR delibera OR determina) (edilizia OR urbanistica OR lottizzazione OR costruire)"
Immobiliare.it,Vaie,OK,2026-09-26T11:04:43.790643+00:00,3,2,,"site:immobiliare.it/annunci/ ""Vaie"" vendita (casa OR appartamento OR villa)"
Idealista,Vaie,ERROR,2026-09-26T11:04:52.223886+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:idealista.it/immobile/ ""Vaie"" vendita (casa OR appartamento OR villa)"
Casa.it,Vaie,OK,2026-09-26T11:05:01.229569+00:00,10,0,,"site:casa.it/immobili/ ""Vaie"" vendita (casa OR appartamento OR villa)"
TrovaCasa privati,Vaie,ERROR,2026-09-26T11:05:10.234544+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:trovacasa.it/annunci/ ""Vaie"" (""da privato"" OR ""no agenzie"" OR ""privato vende"")"
Wikicasa,Vaie,ERROR,2026-09-26T11:05:19.230499+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:wikicasa.it ""Vaie"" vendita (casa OR appartamento OR villa)"
Subito privati,Vaie,ERROR,2026-09-26T11:05:28.226712+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:subito.it ""Vaie"" vendita (appartamento OR casa OR villa) (privato OR ""da privati"")"
Bakeca privati,Vaie,ERROR,2026-09-26T11:05:37.214746+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:bakeca.it/annunci/vendita-case/ ""Vaie"" (privato OR ""vendo"")"
Trovit,Vaie,ERROR,2026-09-26T11:05:46.210390+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:trovit.it ""Vaie"" vendita (casa OR appartamento OR villa)"
Nestoria,Vaie,OK,2026-09-26T11:05:55.206750+00:00,9,0,,"site:nestoria.it ""Vaie"" vendita (casa OR appartamento OR villa)"
Gate-away,Vaie,ERROR,2026-09-26T11:06:04.220504+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:gate-away.com ""Vaie"" property sale house"
VendereCasa,Vaie,ERROR,2026-09-26T11:06:13.249940+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:venderecasa.com ""Vaie"" vendita (casa OR appartamento OR villa)"
TuttoCasa,Vaie,ERROR,2026-09-26T11:06:22.212024+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:tuttocasa.it ""Vaie"" vendita (casa OR appartamento OR villa)"
Tecnocasa,Vaie,ERROR,2026-09-26T11:06:31.229091+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:tecnocasa.it/vendita/ ""Vaie"" vendita"
Tecnorete,Vaie,ERROR,2026-09-26T11:06:40.220677+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:tecnorete.it ""Vaie"" ""in vendita"""
Tempocasa,Vaie,ERROR,2026-09-26T11:06:49.239996+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:tempocasa.it/it/vendita/ ""Vaie"" vendita"
Facebook Marketplace,Vaie,ERROR,2026-09-26T11:06:58.218965+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:facebook.com/marketplace/item/ ""Vaie"" (casa OR appartamento OR villa) vendita"
Gruppi Facebook locali,Vaie,ERROR,2026-09-26T11:07:07.236094+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"site:facebook.com/groups/ ""Vaie"" (""vendo casa"" OR ""privato vende"" OR ""no agenzie"")"
Web generale,Vaie,ERROR,2026-09-26T11:07:16.215761+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"""Vaie"" (""privato vende"" OR ""no agenzie"") (casa OR appartamento OR villa) vendita"
Bacheche locali,Vaie,ERROR,2026-09-26T11:07:25.221013+00:00,0,0,Google HTTP 429; DDG verifica umana / rate limit,"""Vaie"" (""annuncio privato"" OR ""vendo appartamento"" OR ""vendo casa"") -immobiliare.it -idealista.it -casa.it"
Mercato residenziale,Val della Torre,OK,2026-09-26T11:07:32.580092+00:00,10,1,,"""Val della Torre"" (""in vendita"" OR vendesi OR vendita) (casa OR appartamento OR villa OR immobile)"
Tipologie residenziali,Val della Torre,OK,2026-09-26T11:07:41.058159+00:00,10,0,,"""Val della Torre"" (appartamento OR villa OR rustico OR casale OR cascina OR ""casa indipendente"" OR mansarda OR attico) (""in vendita"" OR vendita OR vendesi)"
Ribassi,Val della Torre,OK,2026-09-26T11:07:50.081409+00:00,10,0,,"""Val della Torre"" (ribassato OR ribasso OR ""prezzo ridotto"" OR ""prezzo trattabile"") (casa OR appartamento OR villa OR rustico OR immobile)"
Aste,Val della Torre,OK,2026-09-26T11:07:59.056372+00:00,10,0,,"""Val della Torre"" (""asta giudiziaria"" OR ""vendita giudiziaria"" OR ""asta immobiliare"" OR tribunale) (casa OR appartamento OR villa OR immobile)"
Privati,Val della Torre,OK,2026-09-26T11:08:08.056347+00:00,10,0,,"""Val della Torre"" (""privato vende"" OR ""no agenzie"" OR ""astenersi agenzie"" OR ""da privato"") (casa OR appartamento OR villa OR rustico)"
Storico uscite,Val della Torre,OK,2026-09-26T11:08:17.088259+00:00,10,0,,"""Val della Torre"" (venduto OR ""annuncio non disponibile"" OR ""immobile non disponibile"" OR ""annuncio rimosso"") (casa OR appartamento OR villa OR immobile)"
Commerciale negozi/locali,Val della Torre,OK,2026-09-26T11:08:26.075541+00:00,10,0,,"""Val della Torre"" (negozio OR ""locale commerciale"" OR showroom) (vendita OR affitto OR locazione OR cedesi)"
Uffici e direzionale,Val della Torre,OK,2026-09-26T11:08:32.497477+00:00,10,0,,"""Val della Torre"" (ufficio OR studio OR direzionale) (vendita OR affitto OR locazione)"
Capannoni logistica,Val della Torre,OK,2026-09-26T11:08:38.539981+00:00,7,0,,"""Val della Torre"" (capannone OR magazzino OR laboratorio OR deposito OR logistica) (vendita OR affitto OR locazione)"
Cessione attività,Val della Torre,OK,2026-09-26T11:08:47.098210+00:00,10,0,,"""Val della Torre"" (""cessione attività"" OR ""cedesi attività"" OR ""attività in vendita"" OR ""azienda in vendita"" OR subentro) (bar OR ristorante OR negozio OR azienda OR attività)"
Terreni e sviluppo,Val della Torre,ERROR,2026-09-26T11:08:56.106708+00:00,0,0,Google: nessun risultato organico parsabile,"""Val della Torre"" (""terreno edificabile"" OR ""area edificabile"" OR ""lotto edificabile"" OR lottizzazione OR ""area commerciale"") (vendita OR progetto OR costruzione)"
Nuove costruzioni e cantieri,Val della Torre,ERROR,2026-09-26T11:09:05.033151+00:00,0,0,Google: nessun risultato organico parsabile,"""Val della Torre"" (cantiere OR ""nuova costruzione"" OR ""nuove costruzioni"" OR ""in costruzione"" OR ""lavori in corso"" OR ""nuovo complesso"" OR ""nuova residenza"")"
Imprese edili con progetti,Val della Torre,ERROR,2026-09-26T11:09:14.054869+00:00,0,0,Google HTTP 429,"""Val della Torre"" (""impresa edile"" OR ""impresa costruzioni"" OR costruttore OR ""società di costruzioni"") (cantiere OR progetto OR ""nuova costruzione"" OR ""lavori in corso"" OR residenza)"
Progetti autorizzati,Val della Torre,OK,2026-09-26T11:09:23.149681+00:00,10,0,,"""Val della Torre"" (""permesso di costruire"" OR SCIA OR PEC OR ""piano esecutivo"" OR lottizzazione OR ""progetto approvato"") (residenziale OR commerciale OR costruzione OR edilizia)"
PDF urbanistica e permessi,Val della Torre,OK,2026-09-26T11:09:32.154660+00:00,10,0,,"""Val della Torre"" filetype:pdf (""permesso di costruire"" OR SCIA OR ""piano esecutivo"" OR lottizzazione OR ""variante urbanistica"")"
PDF cantieri e progetti,Val della Torre,OK,2026-09-26T11:09:41.345806+00:00,10,0,,"""Val della Torre"" filetype:pdf (cantiere OR ""nuova costruzione"" OR ""progetto approvato"" OR edilizia OR urbanistica)"
PDF Albo Pretorio edilizia,Val della Torre,OK,2026-09-26T11:09:50.086954+00:00,10,0,,"""Val della Torre"" filetype:pdf (""albo pretorio"" OR ""amministrazione trasparente"" OR delibera OR determina) (edilizia OR urbanistica OR lottizzazione OR costruire)"
Immobiliare.it,Val della Torre,OK,2026-09-26T11:09:56.541607+00:00,10,0,,"site:immobiliare.it/annunci/ ""Val della Torre"" vendita (casa OR appartamento OR villa)"
Idealista,Val della Torre,OK,2026-09-26T11:10:02.463607+00:00,10,10,,"site:idealista.it/immobile/ ""Val della Torre"" vendita (casa OR appartamento OR villa)"
Casa.it,Val della Torre,OK,2026-09-26T11:10:11.055582+00:00,10,0,,"site:casa.it/immobili/ ""Val della Torre"" vendita (casa OR appartamento OR villa)"
TrovaCasa privati,Val della Torre,OK,2026-09-26T11:10:20.064560+00:00,10,0,,"site:trovacasa.it/annunci/ ""Val della Torre"" (""da privato"" OR ""no agenzie"" OR ""privato vende"")"
Wikicasa,Val della Torre,OK,2026-09-26T11:10:29.058570+00:00,10,0,,"site:wikicasa.it ""Val della Torre"" vendita (casa OR appartamento OR villa)"
Subito privati,Val della Torre,OK,2026-09-26T11:10:38.076889+00:00,10,0,,"site:subito.it ""Val della Torre"" vendita (appartamento OR casa OR villa) (privato OR ""da privati"")"
Bakeca privati,Val della Torre,OK,2026-09-26T11:10:47.059444+00:00,10,0,,"site:bakeca.it/annunci/vendita-case/ ""Val della Torre"" (privato OR ""vendo"")"
Trovit,Val della Torre,OK,2026-09-26T11:10:56.090187+00:00,10,0,,"site:trovit.it ""Val della Torre"" vendita (casa OR appartamento OR villa)"
Nestoria,Val della Torre,OK,2026-09-26T11:11:05.096869+00:00,10,0,,"site:nestoria.it ""Val della Torre"" vendita (casa OR appartamento OR villa)"
Gate-away,Val della Torre,OK,2026-09-26T11:11:14.101365+00:00,8,0,,"site:gate-away.com ""Val della Torre"" property sale house"
VendereCasa,Val della Torre,OK,2026-09-26T11:11:23.092190+00:00,10,0,,"site:venderecasa.com ""Val della Torre"" vendita (casa OR appartamento OR villa)"
TuttoCasa,Val della Torre,OK,2026-09-26T11:11:32.087334+00:00,10,0,,"site:tuttocasa.it ""Val della Torre"" vendita (casa OR appartamento OR villa)"
Tecnocasa,Val della Torre,OK,2026-09-26T11:11:41.052158+00:00,10,0,,"site:tecnocasa.it/vendita/ ""Val della Torre"" vendita"
Tecnorete,Val della Torre,OK,2026-09-26T11:11:50.069031+00:00,10,0,,"site:tecnorete.it ""Val della Torre"" ""in vendita"""
Tempocasa,Val della Torre,OK,2026-09-26T11:11:59.087182+00:00,10,0,,"site:tempocasa.it/it/vendita/ ""Val della Torre"" vendita"
Facebook Marketplace,Val della Torre,OK,2026-09-26T11:12:08.067837+00:00,8,0,,"site:facebook.com/marketplace/item/ ""Val della Torre"" (casa OR appartamento OR villa) vendita"
Gruppi Facebook locali,Val della Torre,OK,2026-09-26T11:12:17.081162+00:00,8,0,,"site:facebook.com/groups/ ""Val della Torre"" (""vendo casa"" OR ""privato vende"" OR ""no agenzie"")"
Web generale,Val della Torre,OK,2026-09-26T11:12:26.080437+00:00,10,0,,"""Val della Torre"" (""privato vende"" OR ""no agenzie"") (casa OR appartamento OR villa) vendita"
Bacheche locali,Val della Torre,OK,2026-09-26T11:12:35.172229+00:00,10,0,,"""Val della Torre"" (""annuncio privato"" OR ""vendo appartamento"" OR ""vendo casa"") -immobiliare.it -idealista.it -casa.it"
Mercato residenziale,Valgioie,ERROR,2026-09-26T11:02:25.307877+00:00,0,0,Google: nessun risultato organico parsabile; DDG verifica umana / rate limit,"""Valgioie"" (""in vendita"" OR vendesi OR vendita) (casa OR appartamento OR villa OR immobile)"
